2,4,2,798,1,81.56,10.09,81.56
3,6,4,996,10,19.84,46.58,198.40
4,9,4,992,4,58.64,47.26,234.56
5,9,2,1095,2,96.23,3.03,192.46
1,8,3,877,3,31.09,24.12,93.27
2,8,3,967,1,88.63,10.93,88.63
6,7,1,913,9,86.94,39.32,782.46
4,7,2,781,9,97.15,15.63,874.35
6,7,3,926,7,61.02,29.92,427.14
1,4,2,778,1,58.27,9.47,58.27
1,2,1,854,6,74.36,29.91,446.16
4,4,4,1080,10,48.45,10.89,484.50
6,2,4,758,1,58.15,18.96,58.15
1,8,1,982,3,43.74,11.63,131.22
3,4,4,891,1,15.65,38.28,15.65
1,1,3,906,2,23.97,45.42,47.94
3,2,3,939,10,71.18,29.92,711.80
2,10,2,971,3,35.70,46.09,107.10
5,9,3,1000,8,77.99,27.85,623.92
1,6,4,993,2,93.70,27.22,187.40
3,6,2,781,4,48.52,36.32,194.08
1,5,4,779,7,46.47,23.75,325.29
6,10,3,864,3,57.99,9.83,173.97
3,2,1,970,6,43.20,33.05,259.20
6,6,1,985,2,22.44,1.80,44.88
1,10,4,939,5,30.87,38.00,154.35
5,7,2,757,1,16.52,25.10,16.52
3,4,4,972,8,64.41,11.09,515.28
3,8,4,896,2,35.64,33.01,71.28
5,2,2,924,2,5.65,22.54,11.30
5,3,3,744,9,86.80,27.48,781.20
5,1,4,1005,7,3.02,37.69,21.14
2,3,2,747,4,13.90,30.27,55.60
1,6,4,738,8,87.77,46.04,702.16
2,1,1,733,2,37.05,33.33,74.10
4,8,1,1075,7,92.75,49.51,649.25
3,2,4,1018,4,78.02,13.60,312.08
1,4,1,818,9,74.40,27.68,669.60
6,1,2,1080,9,44.99,46.84,404.91
6,3,4,1020,6,48.67,8.75,292.02
2,7,1,982,7,46.18,20.88,323.26
4,3,1,855,4,57.78,44.97,231.12
1,6,4,740,10,55.14,22.29,551.40
4,3,1,770,4,74.81,45.25,299.24
1,10,1,930,8,71.92,37.69,575.36
1,4,4,1000,9,83.59,15.64,752.31
3,3,4,825,10,52.97,22.47,529.70
5,4,4,1032,10,10.57,4.07,105.70
6,2,1,996,5,46.58,13.32,232.90
3,2,2,1037,5,5.08,22.61,25.40
6,4,3,917,7,51.12,6.82,357.84
3,8,1,958,1,53.34,40.81,53.34
2,6,4,823,10,9.99,39.59,99.90
6,9,1,753,8,78.45,22.94,627.60
5,7,1,843,4,16.45,6.58,65.80
2,9,1,782,3,87.62,9.41,262.86
5,6,3,1026,5,82.23,38.11,411.15
2,6,2,1048,10,20.75,49.98,207.50
4,5,2,746,1,30.63,35.79,30.63
4,8,2,1010,6,63.28,22.22,379.68
3,8,2,732,8,30.39,31.43,243.12
6,8,3,858,9,71.51,36.67,643.59
2,6,2,904,7,35.31,33.78,247.17
1,2,3,1041,7,14.20,35.16,99.40
3,7,1,821,6,88.16,29.22,528.96
6,5,2,1091,5,13.23,8.02,66.15
1,3,3,778,7,64.07,3.61,448.49
5,6,3,926,5,15.52,27.28,77.60
3,4,4,734,7,18.65,6.80,130.55
1,2,4,764,3,41.89,7.05,125.67
4,10,2,986,16,67.34,42.80,418.00
1,7,3,735,3,79.23,35.70,237.69
6,10,2,1010,9,59.39,29.78,534.51
2,9,4,960,8,98.09,7.27,784.72
2,7,2,1012,8,37.86,23.84,302.88
6,4,3,741,6,84.52,3.23,507.12
5,7,3,903,4,48.03,17.64,192.12
4,10,4,1053,3,57.91,48.98,173.73
1,5,1,991,10,78.28,12.71,782.80
6,1,3,751,7,16.50,31.76,115.50
4,3,2,748,5,85.19,43.40,425.95
1,10,3,1084,5,27.70,46.77,138.50
1,3,3,737,6,80.74,45.72,484.44
5,7,2,1020,5,8.58,47.91,42.90
4,9,3,979,10,77.94,28.09,779.40
2,9,1,920,9,99.82,6.31,898.38
3,6,2,1062,6,66.82,4.12,400.92
1,2,1,996,6,56.17,22.59,337.02
2,7,3,928,1,3.94,47.05,3.94
5,3,2,939,7,99.97,25.49,699.79
3,4,2,797,4,64.08,8.83,256.32
1,9,4,786,10,73.83,37.55,738.30
5,8,3,953,9,87.21,38.76,784.89
6,3,2,976,3,46.27,28.30,138.81
1,5,3,776,7,24.55,41.96,171.85
4,1,4,825,6,24.32,19.39,145.92
5,6,3,777,2,52.68,5.66,105.36
2,4,4,863,8,1.67,18.57,13.36
3,4,3,934,10,62.15,23.60,621.50
3,5,2,963,3,72.39,43.97,217.17
3,9,4,753,9,12.83,44.92,115.47
2,3,2,822,6,99.86,47.38,599.16
6,7,2,840,10,50.54,35.06,505.40
3,1,3,889,4,49.52,29.71,198.08
4,5,1,999,3,27.57,24.87,82.71
2,2,1,745,5,53.19,34.35,265.95
5,10,2,955,2,87.11,16.09,174.22
6,10,3,883,4,23.16,11.52,92.64
6,1,4,921,6,46.46,37.84,278.76
3,7,1,810,1,16.25,2.63,16.25
1,4,1,926,7,63.50,14.41,444.50
4,3,3,849,8,6.09,16.29,48.72
3,8,1,1042,1,60.76,41.09,60.76
1,8,3,976,1,9.73,20.78,9.73
6,1,4,981,6,82.40,21.07,494.40
5,3,4,748,6,1.20,8.21,7.20
3,2,3,1015,10,53.79,35.48,537.90
6,7,4,1019,5,37.12,45.13,185.60
5,8,1,753,8,42.78,18.57,342.24
5,10,4,958,3,26.04,36.24,78.12
5,3,3,897,7,19.00,42.75,133.00
5,2,2,908,1,44.01,44.90,44.01
6,3,3,865,9,64.57,29.59,581.13
2,5,1,963,8,34.36,34.53,274.88
5,3,1,892,3,68.08,33.28,204.24
4,4,2,1065,7,92.73,29.47,649.11
5,4,4,872,8,13.40,48.71,107.20
4,6,2,1080,4,90.95,22.93,363.80
4,10,2,922,2,96.29,39.45,192.58
5,9,1,928,6,76.30,42.30,457.80
1,7,3,966,6,10.40,4.59,62.40
5,8,4,1004,9,65.82,25.60,592.38
4,5,4,1090,3,98.43,36.07,295.29
4,1,4,810,4,53.47,43.47,213.88
1,9,2,1027,3,57.17,7.00,171.51
4,5,2,995,9,6.65,44.93,59.85
4,5,1,925,2,20.93,15.80,41.86
2,10,4,950,1,9.20,42.50,9.20
6,9,2,930,10,60.83,44.31,608.30
3,5,2,741,8,88.40,3.26,707.20
3,10,4,1091,2,60.81,15.25,121.62
1,9,3,910,10,35.07,24.83,350.70
6,10,3,1021,9,91.57,16.01,824.13
2,4,4,832,9,87.33,11.42,785.97
1,4,2,1006,3,73.41,4.65,220.23
2,5,3,998,9,80.61,45.71,725.49
2,1,3,762,3,29.63,27.73,88.89
6,10,2,996,8,80.90,25.92,647.20
3,8,2,873,3,31.48,2.31,94.44
5,3,3,906,5,66.25,8.35,331.25
5,5,2,889,1,56.40,23.88,56.40
6,2,3,817,1,19.09,11.59,19.09
5,2,4,914,2,57.31,13.19,114.62
5,3,4,984,2,70.41,48.71,140.82
4,1,3,983,5,17.34,47.13,86.70
5,2,4,1093,4,77.43,48.28,309.72
4,6,3,984,7,95.83,21.41,670.81
6,8,4,1015,2,57.04,34.77,114.08
3,2,3,910,6,16.09,30.90,96.54
5,6,3,804,8,39.93,31.28,319.44
6,5,3,963,10,93.25,18.28,932.50
5,6,4,996,2,66.27,46.12,132.54
6,9,2,878,1,100.73,13.29,100.73
1,3,2,1096,4,88.91,22.03,355.64
5,8,3,754,1,17.13,24.76,17.13
2,9,4,771,5,79.85,49.39,399.25
1,5,3,1004,3,52.29,36.51,156.87
1,2,4,1008,3,29.46,13.33,88.38
3,8,4,738,7,78.57,42.17,549.99
1,1,2,824,2,45.04,2.13,90.08
1,3,4,999,6,46.79,30.55,280.74
5,6,3,919,1,13.52,35.21,13.52
2,9,4,763,8,36.92,44.02,295.36
4,2,4,873,6,79.02,21.79,474.12
4,1,4,1000,7,67.00,26.60,469.00
2,10,3,1038,1,8.96,46.90,8.96
2,6,3,905,2,78.21,1.06,156.42
1,10,1,899,5,11.88,13.83,59.40
4,10,4,902,2,27.18,3.30,54.36
2,5,2,808,6,12.63,36.59,75.78
3,4,1,776,2,34.83,30.43,69.66
4,6,2,1069,10,91.37,7.14,913.70
1,2,1,746,7,39.40,11.86,275.80
6,1,2,1093,3,42.73,7.94,128.19
1,6,4,779,5,4.63,29.50,23.15
5,6,2,950,3,7.93,28.11,23.79
5,7,1,877,2,44.15,10.09,88.30
6,2,2,797,4,81.27,35.55,325.08
2,1,2,760,6,88.11,28.58,528.66
3,5,2,781,8,42.46,8.50,339.68
2,7,3,786,5,85.38,43.61,426.90
4,3,4,819,6,7.55,5.67,45.30
5,2,1,1095,6,19.12,24.53,114.72
3,3,3,1086,10,44.84,21.63,448.40
1,2,3,785,6,99.48,42.88,596.88
4,8,2,735,9,71.44,14.51,642.96
1,10,2,841,7,23.63,7.96,165.41
5,1,2,914,2,56.53,42.33,113.06
1,3,3,816,10,61.49,7.38,614.90
1,10,1,780,2,42.19,16.35,84.38
3,9,1,1056,6,17.40,16.47,104.40
4,7,2,745,1,49.28,28.06,49.28
2,6,2,857,3,3.91,26.13,11.73
4,2,2,1026,5,28.70,25.70,143.50
1,8,3,1090,1,59.07,51.00,59.07
3,2,3,851,10,64.62,10.53,646.20
4,7,3,896,8,61.38,14.62,491.04
4,1,3,745,10,28.94,34.09,289.40
5,6,3,1030,7,81.69,19.15,571.83
3,9,1,742,1,13.80,39.67,13.80
1,10,2,943,10,71.09,29.47,710.90
6,3,3,1035,3,32.35,20.03,97.05
1,6,2,1041,6,9.67,8.08,58.02
6,10,4,1065,10,62.76,9.94,627.60
1,5,2,1037,1,9.76,18.57,9.76
1,3,4,952,1,84.63,3.68,84.63
5,10,4,966,9,79.52,22.11,715.68
4,7,2,876,10,93.56,11.32,935.60
4,8,3,1034,9,59.19,34.97,532.71
6,9,3,958,3,69.70,5.33,209.10
3,3,2,900,1,92.52,28.70,92.52
4,6,2,1087,5,58.08,47.95,290.40
6,4,2,904,8,47.57,28.63,380.56
3,5,1,999,8,78.67,11.35,629.36
3,3,4,842,8,78.93,18.46,631.44
1,7,4,1023,7,63.47,43.74,444.29
4,5,4,972,8,15.02,19.02,120.16
5,4,3,1057,9,59.86,8.57,538.74
2,7,2,932,8,51.31,47.86,410.48
3,3,1,734,10,25.10,3.16,251.00
4,1,1,904,9,70.64,5.94,635.76
2,8,4,889,6,58.47,2.01,350.82
6,1,4,1013,8,17.74,28.02,141.92
1,4,2,978,4,78.84,31.28,315.36
4,9,3,936,4,27.40,9.96,109.60
1,5,3,970,5,37.54,16.91,187.70
3,5,2,824,6,87.06,33.97,522.36
1,7,3,1050,6,39.37,36.07,236.22
4,4,2,988,4,75.22,15.36,300.88
5,6,3,951,7,23.68,8.24,165.76
3,10,3,1053,7,10.95,7.60,76.65
3,10,2,1073,4,63.60,26.86,254.40
1,7,2,1068,1,15.15,26.85,15.15
5,8,2,798,2,81.86,46.88,163.72
5,2,1,1094,9,53.25,43.76,479.25
6,3,3,873,4,73.62,21.83,294.48
5,5,4,901,2,65.82,36.03,131.64
2,3,1,891,3,66.04,8.97,198.12
1,10,2,894,5,21.65,48.93,108.25
1,5,3,786,5,64.73,16.57,323.65
2,4,3,893,8,32.12,5.57,256.96
1,1,2,1074,6,11.39,36.10,68.34
2,3,3,942,5,25.92,43.39,129.60
4,5,4,964,5,1.46,46.83,7.30
1,7,4,776,10,48.36,12.70,483.60
3,4,2,812,1,6.10,50.22,6.10
5,2,2,751,3,97.89,27.90,293.67
4,3,1,973,1,23.18,16.39,23.18
6,8,3,948,8,64.18,6.90,513.44
3,5,2,789,5,35.18,12.50,175.90
2,9,3,964,10,32.97,6.78,329.70
4,2,1,849,3,18.57,6.88,55.71
3,5,2,916,8,33.51,15.38,268.08
1,1,2,1072,6,47.90,3.22,287.40
1,2,3,1022,4,92.24,42.82,368.96
1,10,4,1051,5,35.88,36.27,179.40
3,1,2,1052,3,95.87,22.86,287.61
4,10,3,1031,1,76.95,6.46,76.95
3,4,3,1011,6,47.21,6.80,283.26
5,8,4,880,10,29.32,37.61,293.20
3,2,4,967,5,58.90,12.94,294.50
2,7,2,873,1,66.04,25.92,66.04
4,4,2,916,3,54.34,31.38,163.02
5,2,1,766,2,18.18,17.68,36.36
4,4,3,749,1,84.23,4.28,84.23
4,7,3,1083,2,91.76,7.77,183.52
3,8,3,841,9,55.06,28.09,495.54
1,7,1,1010,6,47.26,9.82,283.56
3,6,3,893,10,2.36,33.77,23.60
